##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-03-09
wl_nm,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
 185.328,2.79735e-19,1.06539e-19,1.19427e-19, 5.37630e-71, 5.37630e-71,2.69774e-54,1.21461e-37,1.21461e-37,8.61677e-32,1.86115e-28,1.86115e-28,9.89643e-27,2.64371e-28,2.64352e-28,3.06194e-26,3.01780e-25,3.01565e-25,1.03971e-23,5.22736e-23,5.04368e-23,5.70075e-22,5.23607e-22,4.78670e-22,2.72586e-21,1.46968e-19,7.59764e-20,9.88954e-20,1.32191e-19,7.46860e-20,6.68931e-20
 185.051,2.74048e-19,1.05714e-19,1.17596e-19, 3.19392e-71, 3.19392e-71,1.87889e-54,9.97883e-38,9.97882e-38,7.54771e-32,1.61797e-28,1.61797e-28,8.82739e-27,2.26057e-28,2.26042e-28,2.71123e-26,2.65719e-25,2.65544e-25,9.25564e-24,4.76192e-23,4.59957e-23,5.31937e-22,4.80918e-22,4.41179e-22,2.61878e-21,1.44423e-19,7.56618e-20,9.68808e-20,1.29096e-19,7.38276e-20,6.66017e-20
 184.775,2.68398e-19,1.04313e-19,1.15885e-19, 1.89523e-71, 1.89523e-71,1.30748e-54,8.19211e-38,8.19211e-38,6.60762e-32,1.40591e-28,1.40591e-28,7.87072e-27,1.93184e-28,1.93172e-28,2.39957e-26,2.33833e-25,2.33689e-25,8.22495e-24,4.33588e-23,4.19244e-23,4.88809e-22,4.41438e-22,4.06332e-22,2.46646e-21,1.41891e-19,7.45775e-20,9.50656e-20,1.26022e-19,7.29325e-20,6.62233e-20
 184.500,2.62787e-19,1.03276e-19,1.14622e-19, 1.12330e-71, 1.12330e-71,9.07723e-55,6.72025e-38,6.72025e-38,5.78143e-32,1.22108e-28,1.22108e-28,7.01495e-27,1.64995e-28,1.64985e-28,2.12275e-26,2.05653e-25,2.05535e-25,7.33913e-24,3.94608e-23,3.81943e-23,4.55057e-22,4.04951e-22,3.73965e-22,2.34200e-21,1.39371e-19,7.40157e-20,9.38278e-20,1.22971e-19,7.20244e-20,6.57934e-20
 184.226,2.57217e-19,1.01779e-19,1.13292e-19, 6.65010e-72, 6.65010e-72,6.29668e-55,5.50870e-38,5.50870e-38,5.05576e-32,1.06006e-28,1.06006e-28,6.24975e-27,1.40837e-28,1.40829e-28,1.87699e-26,1.80765e-25,1.80668e-25,6.58481e-24,3.58963e-23,3.47786e-23,4.25715e-22,3.71252e-22,3.43923e-22,2.21329e-21,1.36864e-19,7.28722e-20,9.25798e-20,1.19946e-19,7.10527e-20,6.52606e-20
 183.953,2.51692e-19,1.00494e-19,1.11194e-19, 3.93240e-72, 3.93240e-72,4.36425e-55,4.51221e-38,4.51221e-38,4.43385e-32,9.19841e-29,9.19841e-29,5.56582e-27,1.20146e-28,1.20140e-28,1.65891e-26,1.58796e-25,1.58717e-25,5.90414e-24,3.26383e-23,3.16526e-23,3.97257e-22,3.40149e-22,3.16070e-22,2.08404e-21,1.34372e-19,7.20291e-20,9.05561e-20,1.16947e-19,7.00763e-20,6.44917e-20
 183.680,2.46213e-19,9.94689e-20,1.09490e-19, 2.32265e-72, 2.32265e-72,3.02238e-55,3.69323e-38,3.69323e-38,3.88705e-32,7.97802e-29,7.97802e-29,4.95478e-27,1.02435e-28,1.02431e-28,1.46549e-26,1.39417e-25,1.39352e-25,5.23161e-24,2.96620e-23,2.87931e-23,3.70548e-22,3.11459e-22,2.90266e-22,1.95675e-21,1.31895e-19,7.17254e-20,8.91075e-20,1.13976e-19,6.89162e-20,6.35918e-20
 183.409,2.40783e-19,9.80611e-20,1.07188e-19, 1.37027e-72, 1.37027e-72,2.09135e-55,3.02065e-38,3.02065e-38,3.40580e-32,6.91634e-29,6.91634e-29,4.40908e-27,8.72844e-29,8.72809e-29,1.29402e-26,1.22331e-25,1.22279e-25,4.65364e-24,2.69444e-23,2.61789e-23,3.45490e-22,2.85014e-22,2.66345e-22,1.83630e-21,1.29435e-19,7.07513e-20,8.74656e-20,1.11036e-19,6.78982e-20,6.19314e-20
 183.138,2.35403e-19,9.63762e-20,1.05299e-19, 8.07472e-73, 8.07472e-73,1.44592e-55,2.46874e-38,2.46874e-38,2.97386e-32,5.99316e-29,5.99316e-29,3.92193e-27,7.43312e-29,7.43284e-29,1.14207e-26,1.07277e-25,1.07235e-25,4.21686e-24,2.44642e-23,2.37901e-23,3.21994e-22,2.60653e-22,2.44209e-22,1.72239e-21,1.26990e-19,6.97146e-20,8.55677e-20,1.08127e-19,6.65445e-20,6.13434e-20
 182.868,2.30076e-19,9.48997e-20,1.02850e-19, 4.75276e-73, 4.75276e-73,9.98859e-56,2.01618e-38,2.01618e-38,2.58046e-32,5.19080e-29,5.19080e-29,3.48723e-27,6.32634e-29,6.32612e-29,1.00751e-26,9.40215e-26,9.39867e-26,3.80312e-24,2.22019e-23,2.16205e-23,2.99971e-22,2.38228e-22,2.23758e-22,1.61473e-21,1.24563e-19,6.86789e-20,8.28234e-20,1.05252e-19,6.54914e-20,6.09567e-20
 182.598,2.24804e-19,9.35541e-20,1.01188e-19, 2.79422e-73, 2.79422e-73,6.97241e-56,1.64538e-38,1.64538e-38,2.23820e-32,4.49378e-29,4.49378e-29,3.09949e-27,5.38122e-29,5.38105e-29,8.88381e-27,8.23559e-26,8.23275e-26,3.40219e-24,2.01392e-23,1.96287e-23,2.79339e-22,2.17597e-22,2.04878e-22,1.52062e-21,1.22155e-19,6.77293e-20,8.17029e-20,1.02412e-19,6.45374e-20,5.96756e-20
 182.330,2.19589e-19,9.23578e-20,9.94353e-20, 1.64086e-73, 1.64086e-73,4.87376e-56,1.34179e-38,1.34179e-38,1.95044e-32,3.88855e-29,3.88855e-29,2.75377e-27,4.57463e-29,4.57450e-29,7.82978e-27,7.20957e-26,7.20727e-26,2.99442e-24,1.82596e-23,1.78108e-23,2.60019e-22,1.98630e-22,1.87460e-22,1.45281e-21,1.19765e-19,6.70211e-20,8.04705e-20,9.96075e-20,6.35460e-20,5.83927e-20
 182.062,2.14433e-19,9.09861e-20,9.76963e-20, 9.62459e-74, 9.62459e-74,3.40410e-56,1.09342e-38,1.09342e-38,1.69905e-32,3.36327e-29,3.36327e-29,2.44565e-27,3.88668e-29,3.88658e-29,6.89760e-27,6.30772e-26,6.30585e-26,2.69658e-24,1.65476e-23,1.61532e-23,2.42069e-22,1.81205e-22,1.71420e-22,1.38274e-21,1.17394e-19,6.61403e-20,7.92192e-20,9.68405e-20,6.24813e-20,5.71568e-20
 181.795,2.09336e-19,8.95435e-20,9.60740e-20, 5.63883e-74, 5.63883e-74,2.37573e-56,8.90373e-39,8.90373e-39,1.47927e-32,2.90761e-29,2.90761e-29,2.17116e-27,3.30026e-29,3.30018e-29,6.07359e-27,5.51548e-26,5.51397e-26,2.42437e-24,1.49891e-23,1.46427e-23,2.25364e-22,1.65205e-22,1.56638e-22,1.30194e-21,1.15044e-19,6.52498e-20,7.81713e-20,9.41120e-20,6.13227e-20,5.58364e-20
 181.529,2.04302e-19,8.80806e-20,9.37320e-20, 3.29984e-74, 3.29984e-74,1.65672e-56,7.24509e-39,7.24509e-39,1.28722e-32,2.51251e-29,2.51251e-29,1.92671e-27,2.80069e-29,2.80063e-29,5.34554e-27,4.81995e-26,4.81872e-26,2.16416e-24,1.35709e-23,1.32670e-23,2.09729e-22,1.50525e-22,1.42999e-22,1.22528e-21,1.12715e-19,6.43505e-20,7.59142e-20,9.14231e-20,6.01431e-20,5.49653e-20
 181.263,1.99331e-19,8.66026e-20,9.16383e-20, 1.92883e-74, 1.92883e-74,1.15440e-56,5.89118e-39,5.89118e-39,1.12460e-32,2.17009e-29,2.17009e-29,1.70911e-27,2.37535e-29,2.37531e-29,4.70258e-27,4.20968e-26,4.20873e-26,1.93065e-24,1.22812e-23,1.20146e-23,1.95101e-22,1.37064e-22,1.30482e-22,1.15275e-21,1.10407e-19,6.34432e-20,7.36997e-20,8.87748e-20,5.89488e-20,5.44478e-20
 180.999,1.94425e-19,8.52950e-20,8.94123e-20, 1.12614e-74, 1.12614e-74,8.03751e-57,4.78684e-39,4.78684e-39,9.82832e-33,1.87347e-29,1.87347e-29,1.51549e-27,2.01344e-29,2.01341e-29,4.13898e-27,3.67455e-26,3.67382e-26,1.71902e-24,1.11088e-23,1.08751e-23,1.81423e-22,1.24730e-22,1.18978e-22,1.09156e-21,1.08120e-19,6.27767e-20,7.19348e-20,8.61682e-20,5.77435e-20,5.30917e-20
 180.735,1.89584e-19,8.36912e-20,8.68188e-20, 6.56732e-75, 6.56732e-75,5.59170e-57,3.88672e-39,3.88672e-39,8.58630e-33,1.61665e-29,1.61665e-29,1.34328e-27,1.70568e-29,1.70565e-29,3.64957e-27,3.20558e-26,3.20501e-26,1.52901e-24,1.00436e-23,9.83902e-24,1.68638e-22,1.13435e-22,1.08414e-22,1.03298e-21,1.05857e-19,6.17752e-20,6.92061e-20,8.36040e-20,5.64627e-20,5.24110e-20
 180.472,1.84812e-19,8.20906e-20,8.33713e-20, 3.82544e-75, 3.82544e-75,3.88707e-57,3.15361e-39,3.15361e-39,7.49857e-33,1.39438e-29,1.39438e-29,1.19017e-27,1.44411e-29,1.44409e-29,3.21661e-27,2.79483e-26,2.79438e-26,1.33867e-24,9.07631e-24,8.89865e-24,1.56692e-22,1.03098e-22,9.87194e-23,9.76405e-22,1.03616e-19,6.07893e-20,6.58675e-20,8.10831e-20,5.51680e-20,5.11006e-20
 180.210,1.80107e-19,8.07622e-20,8.16650e-20, 2.22572e-75, 2.22572e-75,2.69997e-57,2.55695e-39,2.55695e-39,6.54630e-33,1.20212e-29,1.20212e-29,1.05408e-27,1.22195e-29,1.22193e-29,2.83375e-27,2.43531e-26,2.43494e-26,1.18495e-24,8.19831e-24,8.04416e-24,1.45536e-22,9.36454e-23,8.98303e-23,9.22527e-22,1.01399e-19,6.01769e-20,6.43739e-20,7.86061e-20,5.38634e-20,5.02424e-20
 179.948,1.75473e-19,7.95254e-20,8.01527e-20, 1.29348e-75, 1.29348e-75,1.87392e-57,2.07171e-39,2.07171e-39,5.71293e-33,1.03589e-29,1.03589e-29,9.33142e-28,1.03336e-29,1.03335e-29,2.49535e-27,2.12080e-26,2.12050e-26,1.06300e-24,7.40178e-24,7.26811e-24,1.35121e-22,8.50062e-23,8.16857e-23,8.71248e-22,9.92065e-20,5.96951e-20,6.28860e-20,7.61738e-20,5.25431e-20,4.96893e-20
 179.687,1.70909e-19,7.94894e-20,7.86679e-20, 7.50833e-76, 7.50833e-76,1.29957e-57,1.67737e-39,1.67737e-39,4.98388e-33,8.92226e-30,8.92226e-30,8.25751e-28,8.73370e-30,8.73359e-30,2.19639e-27,1.84583e-26,1.84559e-26,9.53120e-25,6.67950e-24,6.56367e-24,1.25404e-22,7.71159e-23,7.42286e-23,8.22468e-22,9.70381e-20,6.07832e-20,6.14232e-20,7.37867e-20,5.12246e-20,4.91441e-20
 179.427,1.66416e-19,7.82748e-20,7.80547e-20, 4.35337e-76, 4.35337e-76,9.00546e-58,1.35713e-39,1.35713e-39,4.34633e-33,7.68133e-30,7.68133e-30,7.30433e-28,7.37719e-30,7.37711e-30,1.93238e-27,1.60558e-26,1.60539e-26,8.47323e-25,6.02488e-24,5.92426e-24,1.16340e-22,6.99142e-23,6.74062e-23,7.76088e-22,9.48947e-20,6.02985e-20,6.11014e-20,7.14452e-20,4.99102e-20,4.85648e-20
 179.168,1.61995e-19,7.64578e-20,7.63758e-20, 2.52118e-76, 2.52118e-76,6.23547e-58,1.09725e-39,1.09725e-39,3.78899e-33,6.60993e-30,6.60993e-30,6.45864e-28,6.22775e-30,6.22769e-30,1.69936e-27,1.39579e-26,1.39563e-26,7.51850e-25,5.43188e-24,5.34402e-24,1.07890e-22,6.33455e-23,6.11691e-23,7.29783e-22,9.27766e-20,5.89395e-20,5.97602e-20,6.91499e-20,4.87025e-20,4.75545e-20
 178.909,1.57648e-19,7.45804e-20,7.44362e-20, 1.45841e-76, 1.45841e-76,4.31409e-58,8.86519e-40,8.86518e-40,3.30195e-33,5.68533e-30,5.68533e-30,5.70862e-28,5.25434e-30,5.25429e-30,1.49378e-27,1.21271e-26,1.21258e-26,6.66710e-25,4.89495e-24,4.81828e-24,1.00015e-22,5.73581e-23,5.54712e-23,6.81607e-22,9.06844e-20,5.76747e-20,5.84037e-20,6.69011e-20,4.72850e-20,4.61441e-20
 178.652,1.53374e-19,7.30544e-20,7.28191e-20, 8.42665e-77, 8.42665e-77,2.98240e-58,7.15756e-40,7.15756e-40,2.87649e-33,4.88780e-30,4.88780e-30,5.04372e-28,4.43050e-30,4.43046e-30,1.31248e-27,1.05303e-26,1.05292e-26,5.95063e-25,4.40903e-24,4.34265e-24,9.26792e-23,5.19041e-23,5.02699e-23,6.36323e-22,8.86183e-20,5.67710e-20,5.69005e-20,6.46990e-20,4.59781e-20,4.54371e-20
 178.395,1.49174e-19,7.13389e-20,7.17606e-20, 4.86324e-77, 4.86324e-77,2.06015e-58,5.77482e-40,5.77482e-40,2.50497e-33,4.20020e-30,4.20020e-30,4.45452e-28,3.73365e-30,3.73362e-30,1.15268e-27,9.13838e-27,9.13757e-27,5.30646e-25,3.96950e-24,3.91222e-24,8.58488e-23,4.69392e-23,4.55253e-23,5.93781e-22,8.65787e-20,5.56158e-20,5.57241e-20,6.25439e-20,4.46778e-20,4.52112e-20
 178.138,1.45048e-19,7.00886e-20,6.98379e-20, 2.80346e-77, 2.80346e-77,1.42197e-58,4.65597e-40,4.65597e-40,2.17938e-33,3.60766e-30,3.60766e-30,3.93261e-28,3.14458e-30,3.14455e-30,1.01230e-27,7.92587e-27,7.92522e-27,4.67807e-25,3.57212e-24,3.52273e-24,7.94915e-23,4.24227e-23,4.12006e-23,5.53663e-22,8.45659e-20,5.50620e-20,5.42842e-20,6.04359e-20,4.33658e-20,4.39345e-20
 177.883,1.40997e-19,6.86137e-20,6.82902e-20, 1.61421e-77, 1.61421e-77,9.80704e-59,3.75128e-40,3.75128e-40,1.88930e-33,3.09727e-30,3.09727e-30,3.47048e-28,2.64690e-30,2.64688e-30,8.89323e-28,6.87025e-27,6.86972e-27,4.16804e-25,3.21301e-24,3.17046e-24,7.35128e-23,3.83167e-23,3.72614e-23,5.15815e-22,8.25803e-20,5.41350e-20,5.33486e-20,5.83753e-20,4.21573e-20,4.26288e-20
 177.628,1.37021e-19,6.71555e-20,6.69128e-20, 9.28373e-78, 9.28373e-78,6.75838e-59,3.02029e-40,3.02029e-40,1.63701e-33,2.65786e-30,2.65786e-30,3.06146e-28,2.22669e-30,2.22668e-30,7.80940e-28,5.95175e-27,5.95135e-27,3.73300e-25,2.88867e-24,2.85202e-24,6.79358e-23,3.45864e-23,3.36760e-23,4.83021e-22,8.06221e-20,5.33488e-20,5.24159e-20,5.63619e-20,4.07893e-20,4.15891e-20
 177.374,1.33121e-19,6.56026e-20,6.58906e-20, 5.33314e-78, 5.33314e-78,4.65376e-59,2.43006e-40,2.43006e-40,1.41768e-33,2.27973e-30,2.27973e-30,2.69959e-28,1.87210e-30,1.87209e-30,6.85463e-28,5.15305e-27,5.15273e-27,3.34177e-25,2.59585e-24,2.56432e-24,6.23693e-23,3.11996e-23,3.04150e-23,4.53211e-22,7.86915e-20,5.24245e-20,5.14732e-20,5.43957e-20,3.94382e-20,4.11323e-20
 177.120,1.29296e-19,6.39842e-20,6.46975e-20, 3.06013e-78, 3.06013e-78,3.20201e-59,1.95383e-40,1.95383e-40,1.22711e-33,1.95449e-30,1.95449e-30,2.37957e-28,1.57306e-30,1.57305e-30,6.01394e-28,4.45894e-27,4.45869e-27,2.99013e-25,2.33163e-24,2.30452e-24,5.67525e-23,2.81267e-23,2.74513e-23,4.25061e-22,7.67888e-20,5.13786e-20,5.03240e-20,5.24768e-20,3.81342e-20,4.06580e-20
 176.868,1.25547e-19,6.23749e-20,6.30463e-20, 1.75386e-78, 1.75386e-78,2.20139e-59,1.56985e-40,1.56985e-40,1.06163e-33,1.67488e-30,1.67488e-30,2.09666e-28,1.32102e-30,1.32102e-30,5.27403e-28,3.85608e-27,3.85587e-27,2.67422e-25,2.09334e-24,2.07003e-24,5.23745e-23,2.53406e-23,2.47596e-23,3.95783e-22,7.49142e-20,5.03395e-20,4.89310e-20,5.06049e-20,3.68315e-20,3.97547e-20
 176.616,1.21872e-19,6.07935e-20,6.15695e-20, 1.00403e-78, 1.00403e-78,1.51227e-59,1.26046e-40,1.26046e-40,9.17998e-34,1.43460e-30,1.43460e-30,1.84666e-28,1.10872e-30,1.10871e-30,4.62312e-28,3.33279e-27,3.33262e-27,2.39056e-25,1.87852e-24,1.85851e-24,4.83149e-23,2.28161e-23,2.23168e-23,3.66978e-22,7.30678e-20,4.93611e-20,4.79568e-20,4.87799e-20,3.54871e-20,3.86111e-20
 176.364,1.18274e-19,5.94868e-20,6.07015e-20, 5.74112e-79, 5.74112e-79,1.03805e-59,1.01136e-40,1.01136e-40,7.93401e-34,1.22822e-30,1.22822e-30,1.62583e-28,9.29991e-31,9.29987e-31,4.05075e-28,2.87883e-27,2.87870e-27,2.13597e-25,1.68497e-24,1.66779e-24,4.45523e-23,2.05301e-23,2.01015e-23,3.40108e-22,7.12499e-20,4.86437e-20,4.73716e-20,4.70016e-20,3.42413e-20,3.79537e-20
 176.114,1.14750e-19,5.82450e-20,5.98107e-20, 3.27902e-79, 3.27902e-79,7.11975e-60,8.10935e-41,8.10935e-41,6.85373e-34,1.05105e-30,1.05105e-30,1.43086e-28,7.79621e-31,7.79618e-31,3.54769e-28,2.48526e-27,2.48515e-27,1.90759e-25,1.51065e-24,1.49593e-24,4.10664e-23,1.84615e-23,1.80940e-23,3.15057e-22,6.94606e-20,4.79129e-20,4.67156e-20,4.52697e-20,3.31184e-20,3.73480e-20
 175.864,1.11302e-19,5.70655e-20,5.83950e-20, 1.87063e-79, 1.87063e-79,4.87942e-60,6.49785e-41,6.49785e-41,5.91703e-34,8.99013e-31,8.99013e-31,1.25877e-28,6.53184e-31,6.53182e-31,3.10573e-28,2.14425e-27,2.14416e-27,1.70283e-25,1.35375e-24,1.34113e-24,3.78383e-23,1.65908e-23,1.62760e-23,2.91712e-22,6.77000e-20,4.71700e-20,4.57445e-20,4.35838e-20,3.21163e-20,3.62950e-20
 175.615,1.07928e-19,5.58618e-20,5.69995e-20, 1.06593e-79, 1.06593e-79,3.34140e-60,5.20306e-41,5.20306e-41,5.09665e-34,7.68614e-31,7.68614e-31,1.10695e-28,5.46934e-31,5.46932e-31,2.71763e-28,1.84895e-27,1.84888e-27,1.51933e-25,1.21258e-24,1.20177e-24,3.48841e-23,1.49003e-23,1.46309e-23,2.69970e-22,6.59681e-20,4.64162e-20,4.47799e-20,4.19436e-20,3.10818e-20,3.52651e-20
 175.367,1.04628e-19,5.47278e-20,5.56044e-20, 6.06691e-80, 6.06691e-80,2.28636e-60,4.16345e-41,4.16345e-41,4.31515e-34,6.56826e-31,6.56826e-31,9.73057e-29,4.57700e-31,4.57699e-31,2.37698e-28,1.59339e-27,1.59333e-27,1.35496e-25,1.08562e-24,1.07637e-24,3.22162e-23,1.33736e-23,1.31432e-23,2.49731e-22,6.42651e-20,4.57289e-20,4.38228e-20,4.03486e-20,3.00666e-20,3.42251e-20
 175.119,1.01403e-19,5.35616e-20,5.44414e-20, 3.44908e-80, 3.44908e-80,1.56322e-60,3.32931e-41,3.32931e-41,3.61151e-34,5.61035e-31,5.61035e-31,8.55026e-29,3.82802e-31,3.82801e-31,2.07812e-28,1.37235e-27,1.37231e-27,1.20780e-25,9.71514e-25,9.63603e-25,2.97412e-23,1.19957e-23,1.17990e-23,2.30836e-22,6.25910e-20,4.49488e-20,4.28734e-20,3.87985e-20,2.91282e-20,3.35512e-20
 174.872,9.82503e-20,5.24288e-20,5.34584e-20, 1.95856e-80, 1.95856e-80,1.06795e-60,2.66049e-41,2.66049e-41,3.02126e-34,4.78993e-31,4.78993e-31,7.51020e-29,3.19974e-31,3.19973e-31,1.81604e-28,1.18129e-27,1.18126e-27,1.07612e-25,8.68996e-25,8.62235e-25,2.74462e-23,1.07530e-23,1.05851e-23,2.13878e-22,6.09459e-20,4.42004e-20,4.19323e-20,3.72928e-20,2.81976e-20,3.31578e-20
 174.626,9.51710e-20,5.12016e-20,5.24752e-20, 1.11088e-80, 1.11088e-80,7.29019e-61,2.12460e-41,2.12460e-41,2.52636e-34,4.08759e-31,4.08759e-31,6.59408e-29,2.67302e-31,2.67302e-31,1.58631e-28,1.01623e-27,1.01621e-27,9.58344e-26,7.76939e-25,7.71164e-25,2.53189e-23,9.63291e-24,9.48979e-24,1.98125e-22,5.93297e-20,4.33322e-20,4.09997e-20,3.58309e-20,2.72750e-20,3.27509e-20
 174.380,9.21640e-20,5.00312e-20,5.14830e-20, 6.29355e-81, 6.29355e-81,4.97261e-61,1.69551e-41,1.69551e-41,2.12428e-34,3.48661e-31,3.48661e-31,5.78745e-29,2.23171e-31,2.23170e-31,1.38503e-28,8.73733e-28,8.73713e-28,8.53006e-26,6.94313e-25,6.89385e-25,2.33479e-23,8.62403e-24,8.50215e-24,1.84405e-22,5.77424e-20,4.25220e-20,4.00687e-20,3.44122e-20,2.63629e-20,3.23258e-20
 174.135,8.92287e-20,4.88814e-20,5.05031e-20, 3.56141e-81, 3.56141e-81,3.38912e-61,1.35218e-41,1.35218e-41,1.82133e-34,2.97262e-31,2.97262e-31,5.07751e-29,1.86217e-31,1.86216e-31,1.20876e-28,7.50776e-28,7.50760e-28,7.58839e-26,6.20189e-25,6.15985e-25,2.15014e-23,7.71592e-24,7.61223e-24,1.71853e-22,5.61841e-20,4.17257e-20,3.92275e-20,3.30363e-20,2.54630e-20,3.18078e-20
 173.891,8.63645e-20,4.77009e-20,4.94074e-20, 2.01300e-81, 2.01300e-81,2.30805e-61,1.07765e-41,1.07765e-41,1.56081e-34,2.53322e-31,2.53322e-31,4.45293e-29,1.55292e-31,1.55291e-31,1.05446e-28,6.44746e-28,6.44734e-28,6.74213e-26,5.53723e-25,5.50140e-25,1.94006e-23,6.89905e-24,6.81090e-24,1.60088e-22,5.46547e-20,4.08836e-20,3.85079e-20,3.17024e-20,2.45744e-20,3.09549e-20
 173.647,8.35707e-20,4.65679e-20,4.81923e-20, 1.13649e-81, 1.13649e-81,1.57059e-61,8.58280e-42,8.58280e-42,1.33691e-34,2.15777e-31,2.15777e-31,3.90365e-29,1.29427e-31,1.29426e-31,9.19449e-29,5.53368e-28,5.53358e-28,5.82306e-26,4.94153e-25,4.91102e-25,1.77753e-23,6.16475e-24,6.08988e-24,1.49064e-22,5.31540e-20,4.01320e-20,3.76808e-20,3.04100e-20,2.36219e-20,3.00437e-20
 173.404,8.08464e-20,4.54135e-20,4.69435e-20, 6.40888e-82, 6.40888e-82,1.06791e-61,6.83112e-42,6.83112e-42,1.14457e-34,1.83712e-31,1.83712e-31,3.42079e-29,1.07807e-31,1.07807e-31,8.01375e-29,4.74664e-28,4.74657e-28,5.08780e-26,4.40789e-25,4.38192e-25,1.63151e-23,5.50511e-24,5.44157e-24,1.38741e-22,5.16821e-20,3.93390e-20,3.68159e-20,2.91584e-20,2.26899e-20,2.91249e-20
 173.162,7.81910e-20,4.42837e-20,4.57084e-20, 3.60991e-82, 3.60991e-82,7.25548e-62,5.43333e-42,5.43333e-42,9.79424e-35,1.56339e-31,1.56339e-31,2.99649e-29,8.97464e-32,8.97463e-32,6.98157e-29,4.06916e-28,4.06911e-28,4.51665e-26,3.93008e-25,3.90799e-25,1.49676e-23,4.91292e-24,4.85907e-24,1.29078e-22,5.02388e-20,3.85293e-20,3.59591e-20,2.79469e-20,2.18298e-20,2.82167e-20
 172.921,7.56036e-20,4.31653e-20,4.47032e-20, 2.03100e-82, 2.03100e-82,4.92554e-62,4.31869e-42,4.31869e-42,8.37701e-35,1.32983e-31,1.32983e-31,2.62380e-29,7.46680e-32,7.46679e-32,6.07966e-29,3.48634e-28,3.48630e-28,3.96664e-26,3.50246e-25,3.48368e-25,1.37028e-23,4.38165e-24,4.33604e-24,1.20038e-22,4.88240e-20,3.76771e-20,3.52383e-20,2.67749e-20,2.10637e-20,2.75068e-20
 172.680,7.30833e-20,4.20758e-20,4.38421e-20, 1.14135e-82, 1.14135e-82,3.34117e-62,3.43045e-42,3.43045e-42,7.16139e-35,1.13064e-31,1.13064e-31,2.29657e-29,6.20867e-32,6.20866e-32,5.29195e-29,2.98526e-28,2.98523e-28,3.51662e-26,3.11993e-25,3.10399e-25,1.25608e-23,3.90534e-24,3.86676e-24,1.11583e-22,4.74375e-20,3.68485e-20,3.46326e-20,2.56415e-20,2.03116e-20,2.68832e-20
 172.440,7.06292e-20,4.09314e-20,4.29979e-20, 6.40657e-83, 6.40657e-83,2.26464e-62,2.72309e-42,2.72309e-42,6.11922e-35,9.60841e-32,9.60841e-32,2.00937e-29,5.15953e-32,5.15953e-32,4.60427e-29,2.55471e-28,2.55469e-28,3.09034e-26,2.77792e-25,2.76438e-25,1.15094e-23,3.47859e-24,3.44598e-24,1.03681e-22,4.60793e-20,3.59829e-20,3.40218e-20,2.45461e-20,1.95094e-20,2.62930e-20
 172.200,6.82405e-20,3.97443e-20,4.21012e-20, 3.59195e-83, 3.59195e-83,1.53376e-62,2.16016e-42,2.16016e-42,5.22620e-35,8.16163e-32,8.16163e-32,1.75740e-29,4.28518e-32,4.28517e-32,4.00419e-29,2.18498e-28,2.18496e-28,2.73458e-26,2.47226e-25,2.46078e-25,1.05420e-23,3.09650e-24,3.06897e-24,9.62974e-23,4.47492e-20,3.50816e-20,3.33262e-20,2.34879e-20,1.86785e-20,2.57268e-20
 171.961,6.59161e-20,3.87906e-20,4.13235e-20, 2.01155e-83, 2.01155e-83,1.03795e-62,1.71248e-42,1.71248e-42,4.46136e-35,6.92949e-32,6.92949e-32,1.53643e-29,3.55692e-32,3.55692e-32,3.48080e-29,1.86766e-28,1.86765e-28,2.42034e-26,2.19924e-25,2.18950e-25,9.65211e-24,2.75463e-24,2.73140e-24,8.94025e-23,4.34469e-20,3.43928e-20,3.27061e-20,2.24662e-20,1.79400e-20,2.52574e-20
 171.723,6.36552e-20,3.77531e-20,4.05358e-20, 1.12520e-83, 1.12520e-83,7.01855e-63,1.35668e-42,1.35668e-42,3.80663e-35,5.88064e-32,5.88064e-32,1.34272e-29,2.95072e-32,2.95071e-32,3.02449e-29,1.59550e-28,1.59549e-28,2.14109e-26,1.95547e-25,1.94723e-25,8.83391e-24,2.44893e-24,2.42936e-24,8.25753e-23,4.21724e-20,3.35861e-20,3.20845e-20,2.14802e-20,1.72415e-20,2.47735e-20
